Risk,Description,Category,Level,Type,Key,Traversal Parameters,URL
Controlled by Foreign Persons Involved in the Global Illicit Drug Trade (EO 14059),"This company may be controlled by a sanctioned party designated under the OFAC SDN Foreign Persons Involved in the Global Illicit Drug Trade program. Companies flagged with this risk factor may have one or more directors, founders, managers, officers or members of the board that have been designated by the listed authority.",sanctions,High,network,controlled_by_ofac_illicit_drugs_eo14059_sanctioned,"{'max': 1, 'psa': False, 'relationships': ['has_director', 'has_founder', 'has_manager', 'has_member_of_the_board', 'has_officer'], 'risk': ['ofac_illicit_drugs_eo14059_sanctioned']}",
Controlled by Foreign Terrorist Organisation,"This company may be controlled by a sanctioned party designated under the OFAC SDN Foreign Terrorist Organization program. Companies flagged with this risk factor may have one or more directors, founders, managers, officers or members of the board that have been designated by the listed authority.",sanctions,High,network,controlled_by_ofac_fto_sanctioned,"{'max': 1, 'psa': False, 'relationships': ['has_director', 'has_founder', 'has_manager', 'has_member_of_the_board', 'has_officer'], 'risk': ['ofac_fto_sanctioned']}",
Controlled by Japan Sanctioned Entity,"This company may be controlled by a sanctioned party designated via the Japan Ministry of Finance Economic Sanctions List. Companies flagged with this risk factor may have one or more directors, founders, managers, officers or members of the board that have been designated by the listed authority.",sanctions,High,network,controlled_by_jpn_sanctioned,"{'max': 1, 'psa': False, 'relationships': ['has_director', 'has_founder', 'has_manager', 'has_member_of_the_board', 'has_officer'], 'risk': ['jpn_sanctioned']}",
Controlled by OFAC SDN Entities,"This company may be controlled by a sanctioned party designated via the USA OFAC SDN List. Companies flagged with this risk factor may have one or more directors, founders, managers, officers or members of the board that have been designated by the listed authority.",sanctions,High,network,controlled_by_ofac_sdn,"{'max': 1, 'psa': False, 'relationships': ['has_director', 'has_founder', 'has_manager', 'has_member_of_the_board', 'has_officer'], 'risk': ['ofac_sdn']}",
Controlled by Specially Designated Narcotics Trafficker,"This company may be controlled by a sanctioned party designated under the OFAC SDN Specially Designated Narcotics Trafficker program. Companies flagged with this risk factor may have one or more directors, founders, managers, officers or members of the board that have been designated by the listed authority.",sanctions,High,network,controlled_by_ofac_sdnt_sanctioned,"{'max': 1, 'psa': False, 'relationships': ['has_director', 'has_founder', 'has_manager', 'has_member_of_the_board', 'has_officer'], 'risk': ['ofac_sdnt_sanctioned']}",
Controlled by Specially Designated Narcotics Trafficker Kingpin,"This company may be controlled by a sanctioned party designated under the OFAC SDN Specially Designated Narcotics Trafficker Kingpin program. Companies flagged with this risk factor may have one or more directors, founders, managers, officers or members of the board that have been designated by the listed authority.",sanctions,High,network,controlled_by_ofac_sdntk_sanctioned,"{'max': 1, 'psa': False, 'relationships': ['has_director', 'has_founder', 'has_manager', 'has_member_of_the_board', 'has_officer'], 'risk': ['ofac_sdntk_sanctioned']}",
Controlled by Specially Designated Terrorist,"This company may be controlled by a sanctioned party designated under the OFAC SDN Specially Designated Global Terrorist program. Companies flagged with this risk factor may have one or more directors, founders, managers, officers or members of the board that have been designated by the listed authority.",sanctions,High,network,controlled_by_ofac_sdgt_sanctioned,"{'max': 1, 'psa': False, 'relationships': ['has_director', 'has_founder', 'has_manager', 'has_member_of_the_board', 'has_officer'], 'risk': ['ofac_sdgt_sanctioned']}",
Controlled by UK Sanctioned Entity,"This company may be controlled by a sanctioned party designated via the UK Consolidated Sanctions List. Companies flagged with this risk factor may have one or more directors, founders, managers, officers or members of the board that have been designated by the listed authority.",sanctions,High,network,controlled_by_uk_sanctioned,"{'max': 1, 'psa': False, 'relationships': ['has_director', 'has_founder', 'has_manager', 'has_member_of_the_board', 'has_officer'], 'risk': ['uk_sanctioned']}",
Controlled by UN Sanctioned Entity,"This company may be controlled by a sanctioned party designated via the UN Security Council Sanctions. Companies flagged with this risk factor may have one or more directors, founders, managers, officers or members of the board that have been designated by the listed authority.",sanctions,High,network,controlled_by_un_sanctioned,"{'max': 1, 'psa': False, 'relationships': ['has_director', 'has_founder', 'has_manager', 'has_member_of_the_board', 'has_officer'], 'risk': ['un_sanctioned']}",
Controlled by Ukraine Sanctioned Entity,"This company may be controlled by a sanctioned party designated via the Ukraine Sanctions List. Companies flagged with this risk factor may have one or more directors, founders, managers, officers or members of the board that have been designated by the listed authority.",sanctions,High,network,controlled_by_ukr_sanctioned,"{'max': 1, 'psa': False, 'relationships': ['has_director', 'has_founder', 'has_manager', 'has_member_of_the_board', 'has_officer'], 'risk': ['ukr_sanctioned']}",
Export to Sanctioned Entity,"This entity may have exported to an entity that is currently subject to trade, transport, immigration, and/or financial sanctions in one or several international sanctions lists. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,export_to_sanctioned,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned']}",
Export to Sanctioned Entity (May Include 'PSA' Path),"This entity may have exported to an entity that is currently subject to trade, transport, immigration, and/or financial sanctions in one or several international sanctions lists. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_export_to_sanctioned,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned']}",
Exports Items of Significant Importance to Russian Economy,"International trade records indicate that the entity may have exported to Russia one or more shipments with Harmonized System (HS) codes corresponding to items of significant importance to Russian economy listed in Schedule 3E of The Russia (Sanctions) (EU Exit) (Amendment) (No. 14) Regulations 2022 after the regulation came into effect on 21 July, 2022. This restriction and risk factor applies exclusively to UK entities or branches of UK entities.",sanctions,Elevated,network,exports_russian_important_good,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['imports_russian_important_good']}",
Exports Items of Significant Importance to Russian Economy (Possibly Same As),"International trade records indicate that the entity may have exported to Russia one or more shipments with Harmonized System (HS) codes corresponding to items of significant importance to Russian economy listed in Schedule 3E of The Russia (Sanctions) (EU Exit) (Amendment) (No. 14) Regulations 2022 after the regulation came into effect on 21 July, 2022. This restriction and risk factor applies exclusively to UK entities or branches of UK entities.",sanctions,Elevated,network,psa_exports_russian_important_good,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['imports_russian_important_good']}",
Exports to Argentina Public Registry of Terrorism List Entity,"The entity exports to an entity that has been added to the Argentina Public Registry of Terrorism List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_arg_repet_jus_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_arg_repet_jus']}",
Exports to Argentina Public Registry of Terrorism List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the Argentina Public Registry of Terrorism List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_arg_repet_jus_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_arg_repet_jus']}",
Exports to Belgium National Financial Sanctions List Entity,"The entity exports to an entity that has been added to the Belgium National Financial Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_bel_fpsf_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_bel_fpsf']}",
Exports to Belgium National Financial Sanctions List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the Belgium National Financial Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_bel_fpsf_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_bel_fpsf']}",
Exports to Consolidated Australian Sanctions List Entity,"The entity exports to an entity that has been added to the Consolidated Australian Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_aus_dfat_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_aus_dfat']}",
Exports to Consolidated Australian Sanctions List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the Consolidated Australian Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_aus_dfat_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_aus_dfat']}",
Exports to Consolidated Canadian Autonomous Sanctions List Entity,"The entity exports to an entity that has been added to the Consolidated Canadian Autonomous Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_can_gac_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_can_gac']}",
Exports to Consolidated Canadian Autonomous Sanctions List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the Consolidated Canadian Autonomous Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_can_gac_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_can_gac']}",
Exports to Czech Republic National Sanctions List Entity,"The entity exports to an entity that has been added to the Czech Republic National Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_cze_mof_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_cze_mof']}",
Exports to Czech Republic National Sanctions List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the Czech Republic National Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_cze_mof_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_cze_mof']}",
Exports to EBRD Ineligible Entities List Entity,"The entity exports to an entity that has been added to the EBRD Ineligible Entities List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_xxx_ebrd_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_xxx_ebrd']}",
Exports to EBRD Ineligible Entities List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the EBRD Ineligible Entities List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_xxx_ebrd_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_xxx_ebrd']}",
Exports to EU Financial Sanctions List Entity,"The entity exports to an entity that has been added to the EU Financial Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_eu_dg_fisma_ec_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_eu_dg_fisma_ec']}",
Exports to EU Financial Sanctions List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the EU Financial Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_eu_dg_fisma_ec_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_eu_dg_fisma_ec']}",
Exports to EU Sanctions Map List Entity,"The entity exports to an entity that has been added to the EU Sanctions Map List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_eu_ec_sanctions_map_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_eu_ec_sanctions_map']}",
Exports to EU Sanctions Map List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the EU Sanctions Map List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_eu_ec_sanctions_map_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_eu_ec_sanctions_map']}",
Exports to EU Sanctions – Russia (Regulation 833/2014) List Entity,"The entity exports to an entity that has been added to the EU Sanctions – Russia (Regulation 833/2014) List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_eu_ec_regulation_833_2014_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_eu_ec_regulation_833_2014']}",
Exports to EU Sanctions – Russia (Regulation 833/2014) List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the EU Sanctions – Russia (Regulation 833/2014) List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_eu_ec_regulation_833_2014_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_eu_ec_regulation_833_2014']}",
Exports to France National Asset Freeze Register List Entity,"The entity exports to an entity that has been added to the France National Asset Freeze Register List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_fra_dgt_mefids_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_fra_dgt_mefids']}",
Exports to France National Asset Freeze Register List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the France National Asset Freeze Register List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_fra_dgt_mefids_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_fra_dgt_mefids']}",
Exports to Inter-American Development Bank Sanctions List Entity,"The entity exports to an entity that has been added to the Inter-American Development Bank Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_xxx_iabd_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_xxx_iabd']}",
Exports to Inter-American Development Bank Sanctions List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the Inter-American Development Bank Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_xxx_iabd_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_xxx_iabd']}",
Exports to Israel National Bureau for Counter-Terror Financing Designation List Entity,"The entity exports to an entity that has been added to the Israel National Bureau for Counter-Terror Financing Designation List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_isr_mod_nbctf_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_isr_mod_nbctf']}",
Exports to Israel National Bureau for Counter-Terror Financing Designation List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the Israel National Bureau for Counter-Terror Financing Designation List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_isr_mod_nbctf_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_isr_mod_nbctf']}",
Exports to Japan Ministry of Finance Economic Sanctions List Entity,"The entity exports to an entity that has been added to the Japan Ministry of Finance Economic Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_jpn_mof_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_jpn_mof']}",
Exports to Japan Ministry of Finance Economic Sanctions List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the Japan Ministry of Finance Economic Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_jpn_mof_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_jpn_mof']}",
Exports to Latvia National Sanctions List Entity,"The entity exports to an entity that has been added to the Latvia National Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_lva_fis_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_lva_fis']}",
Exports to Latvia National Sanctions List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the Latvia National Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_lva_fis_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_lva_fis']}",
Exports to Lithuania Designated Persons Under Magnitsky Amendments List Entity,"The entity exports to an entity that has been added to the Lithuania Designated Persons Under Magnitsky Amendments List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_ltu_mi_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_ltu_mi']}",
Exports to Lithuania Designated Persons Under Magnitsky Amendments List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the Lithuania Designated Persons Under Magnitsky Amendments List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_ltu_mi_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_ltu_mi']}",
Exports to Malaysia MOHA Sanctions List Entity,"The entity exports to an entity that has been added to the Malaysia MOHA Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_mys_moha_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_mys_moha']}",
Exports to Malaysia MOHA Sanctions List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the Malaysia MOHA Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_mys_moha_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_mys_moha']}",
Exports to Netherlands National Sanctions List for Terrorism List Entity,"The entity exports to an entity that has been added to the Netherlands National Sanctions List for Terrorism List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_nld_mofa_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_nld_mofa']}",
Exports to Netherlands National Sanctions List for Terrorism List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the Netherlands National Sanctions List for Terrorism List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_nld_mofa_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_nld_mofa']}",
Exports to New Zealand Russia Sanctions List Entity,"The entity exports to an entity that has been added to the New Zealand Russia Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_nzl_mfat_rus_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_nzl_mfat_rus']}",
Exports to New Zealand Russia Sanctions List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the New Zealand Russia Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_nzl_mfat_rus_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_nzl_mfat_rus']}",
Exports to Poland National Sanctions List Entity,"The entity exports to an entity that has been added to the Poland National Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use.",sanctions,High,network,exports_to_sanctioned_pol_mia_entity,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['sanctioned_pol_mia']}",
Exports to Poland National Sanctions List Entity (May Include 'PSA' Path),"The entity exports to an entity that has been added to the Poland National Sanctions List. This Risk Factor applies only where the relevant export arrived after the designation date of the listed entity. This does not, by definition, indicate a violation of export control or sanctions law. Exports to listed entities may be permitted under general licenses, exemptions, or based on the item’s classification and intended end use. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_exports_to_sanctioned_pol_mia_entity,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['sanctioned_pol_mia']}",
